direction_idx,azimuth,elevation
0,1.5707963267949,1.5707963267949
1,1.60379350591293,1.54058288973075
2,1.56525739617035,1.6338256633479
3,1.52358375211743,1.50931633619633
4,1.6589303404244,1.5863645604076
5,1.48628331077233,1.62444109767317
6,1.59936270205182,1.46494243296094
7,1.62557881295389,1.67583589438117
8,1.45179678908296,1.52746751758832
9,1.69504301362799,1.51968550676899
10,1.51045953584128,1.69894814562386
11,1.52605372635054,1.42915238734883
12,1.70527257370817,1.6483376042716
13,1.41303857142907,1.60532152066097
14,1.66777777571764,1.43392744568165
15,1.59331104967543,1.74280935354547
16,1.43318457681947,1.45569372651206
17,1.7553415878013,1.56320819055863
18,1.43525895057498,1.70445980159365
19,1.57993348760875,1.3757126223683
20,1.70020416187195,1.72422239885934
21,1.36722887922058,1.54360209893393
22,1.7441703086554,1.45134207945684
23,1.52291670001923,1.78041940760183
24,1.46028588697639,1.38065813032391
25,1.78465273923177,1.63840031640586
26,1.36265216993956,1.66598278973106
27,1.66214273012162,1.35618871875727
28,1.65245646578835,1.79380791460388
29,1.35614667752211,1.45931099066246
30,1.80861782346241,1.50877625536669
31,1.43373053786314,1.78018358821621
32,1.52690290120758,1.3208157059122
33,1.77621822040806,1.72747527761948
34,1.31007102203706,1.59214974371693
35,1.75333774977021,1.37703038950539
36,1.5694503862051,1.84000049631725
37,1.38488727108273,1.36978885197445
38,1.84630593590791,1.59600334823732
39,1.34540435490244,1.73881689676931
40,1.62296636730288,1.29163861407039
41,1.72695336410756,1.81308317264514
42,1.2896719330319,1.4949086139379
43,1.83428041908015,1.4379272123014
44,1.46449719656589,1.84953018165109
45,1.45419363658249,1.29243315534151
46,1.84756729172698,1.69957834601404
47,1.27578135933415,1.66019997967255
48,1.73200250485903,1.30347174541886
49,1.63896902715486,1.87797776510361
50,1.30892051813772,1.38892318147077
51,1.88932567057906,1.53178632543203
52,1.35647172520866,1.81565643475244
53,1.55843163253912,1.24390738588472
54,1.80689977261997,1.80384794500222
55,1.23791386612532,1.55408998260009
56,1.83405818663404,1.35900473245681
57,1.52205670707842,1.90676124809551
58,1.37137537446646,1.2906570730505
59,1.90797201636471,1.64677143690287
60,1.26483791239493,1.73982007134404
61,1.68336918784162,1.23744383755381
62,1.72301002580764,1.89173163745809
63,1.24010105628271,1.43390328538677
64,1.91155322348501,1.45297754687611
65,1.39449767797871,1.88935436227349
66,1.47536573087711,1.21749621672261
67,1.88367754495458,1.76823296204684
68,1.20441320255749,1.63049461268341
69,1.80789471901802,1.27910949658259
70,1.60150521441735,1.94608008946027
71,1.28744822757786,1.31533002314551
72,1.95266438153842,1.57443226558583
73,1.27835478249921,1.82419992696218
74,1.61039027020706,1.18550574494646
75,1.81276900078214,1.87953417007153
76,1.18434711299549,1.50044497455314
77,1.9110558053995,1.36596274198606
78,1.45827058286717,1.95304317658538
79,1.38174527720778,1.21585499888536
80,1.95028272911323,1.70930025823185
81,1.1918064735489,1.71823387525234
82,1.75562777673677,1.20507287715798
83,1.69629940357762,1.96258461257577
84,1.21037735638327,1.36476206535301
85,1.97830726617749,1.48790084464081
86,1.31746067498944,1.90676719575182
87,1.51773410910309,1.15363620659767
88,1.89958294026961,1.84154942092948
89,1.14578174923947,1.58381854089978
90,1.88608267275593,1.27694130300277
91,1.54514703086003,2.00010541511507
92,1.28646429508536,1.24046195860991
93,2.00166428157807,1.63107301626899
94,1.20224550378489,1.81151706598241
95,1.67805496772198,1.14372570683701
96,1.79799114504405,1.95313573787955
97,1.14629450032243,1.43578455458009
98,1.98242854152583,1.39256475280508
99,1.38278036670407,1.98081658380229
100,1.41261655351118,1.14649675475734
101,1.97614707476904,1.77988536760392
102,1.12724666131242,1.67902725088859
103,1.83509436020249,1.19228127409749
104,1.64982746157456,2.02467490913026
105,1.1979301934762,1.29052043742617
106,2.03445182287643,1.53814650659783
107,1.23774315526155,1.90440038183655
108,1.57821459060624,1.10168524714271
109,1.89742017761031,1.9169689740856
110,1.09934345745118,1.52426302685037
111,1.96283026996911,1.2939484064607
112,1.47342463480767,2.03946580595695
113,1.3042510279214,1.16658021261012
114,2.03724971184979,1.69808448066071
115,1.13101067499581,1.78091239319433
116,1.7573190348377,1.11872578488692
117,1.7640240398545,2.02254520441711
118,1.12269991319026,1.36330018230488
119,2.04626078998409,1.43537668769111
120,1.30008864399534,1.99053155786859
121,1.46247832361024,1.08460946993604
122,1.98654413231284,1.85569320161191
123,1.07220545928983,1.62560473251738
124,1.91728540013154,1.19792005572065
125,1.58556773462502,2.07608881157647
126,1.20199453594546,1.21375965584927
127,2.07961465423217,1.60046353926279
128,1.15934813600359,1.88406407040394
129,1.65401561984879,1.06329176486191
130,1.8777121041705,1.99204294092966
131,1.06503866856838,1.454854748498
132,2.03494449459214,1.32780558037329
133,1.39005303905783,2.06300899311263
134,1.34040345970741,1.0961069046946
135,2.05966931247024,1.772679052181
136,1.06691536932062,1.73502776876016
137,1.84379524755797,1.11094321731072
138,1.71145853013716,2.08531670202602
139,1.11333515886629,1.28557588516591
140,2.10114343717215,1.49163292115835
141,1.21473368103554,1.98257641794319
142,1.53011403975737,1.03260934950168
143,1.98153448260936,1.93426788588142
144,1.02742701838428,1.56070662344452
145,1.99807240447306,1.22081661326414
146,1.50577474482498,2.11462243604259
147,1.22272451259165,1.13690706092381
148,2.11347734262983,1.67222678463327
149,1.08560595235516,1.8475500515199
150,1.74170302871535,1.04017068622192
151,1.84019565534336,2.06427551248057
152,1.04299854753892,1.37807323232123
153,2.10002806802658,1.37632211892457
154,1.29936390223479,2.06977648563442
155,1.39498711680732,1.03165642625195
156,2.06877074716689,1.85250095034029
157,1.01150157212782,1.67624327207812
158,1.93286805716038,1.12043838333585
159,1.6409136794216,2.13877157031319
160,1.11852832825346,1.20490843905356
161,2.14618917338124,1.55892328935421
162,1.13095490399643,1.95775166822892
163,1.61371925447514,0.993039782780541
164,1.96054920310578,2.01327720904232
165,0.993387999123775,1.48667726982477
166,2.07403817919611,1.25948988308659
167,1.41365674727543,2.13818571385713
168,1.26084625325979,1.06243078606164
169,2.13573498146688,1.75119283915754
170,1.01896670619464,1.79678014815967
171,1.83695036002422,1.0336376259981
172,1.78428917951753,2.13100005445152
173,1.03356584496456,1.29607839218321
174,2.1565045240345,1.43735899502688
175,1.20609694751107,2.05940775045274
176,1.46790692131025,0.976052994601663
177,2.0640104681109,1.93541245230778
178,0.965691452885258,1.60674914225053
179,2.02015754830224,1.14664612020742
180,1.55376859497101,2.18013125736181
181,1.13910914647806,1.12350822742392
182,2.1808747089951,1.63510432953467
183,1.05225872092858,1.91735154838971
184,1.71029796638201,0.968279535974949
185,1.92252645488641,2.09032909431813
186,0.97045603987205,1.40557756682926
187,2.14270388615796,1.31217868903984
188,1.31356822780342,2.14517994182524
189,1.31737096599429,0.99298654856419
190,2.14596311748472,1.83536687122721
191,0.960997807246201,1.73374305020783
192,1.93484153635151,1.04428186867603
193,1.70959662795242,2.18931365358428
194,1.03739360188196,1.2108594554283
195,2.20347222959933,1.50887292150543
196,1.11482136443439,2.03230630965026
197,1.55822194263333,0.932253176421254
198,2.04439972066825,2.01933309726493
199,0.929993215985106,1.52854413769982
200,2.10204104297419,1.18838494456496
201,1.45278686459037,2.20676833567155
202,1.17638425388766,1.04366572631338
203,2.20483465292108,1.71825682820303
204,0.981154468056705,1.86304627505518
205,1.81545446777879,0.960181985611767
206,1.8660893521313,2.1628186142693
207,0.959069939993714,1.31926408894155
208,2.20252890226704,1.37698314346683
209,1.21065240546681,2.13481668245091
210,1.39317009688131,0.931510259909321
211,2.14346955180982,1.92289457413658
212,0.91255053489894,1.66038675395996
213,2.0305582171342,1.07182292630326
214,1.61658501954459,2.23611918730515
215,1.05555596908267,1.12436705539954
216,2.24047463434674,1.58896825792496
217,1.02931804420411,1.98958708394614
218,1.66345108683073,0.903114679134249
219,2.00845974670077,2.1020883670111
220,0.904729363437464,1.44343781042957
221,2.17596253148386,1.24402766602575
222,1.34239535237918,2.21657796831398
223,1.23203984163496,0.967906528383566
224,2.21766020124545,1.80663945033855
225,0.919151757968037,1.79669158083941
226,1.92377300110058,0.969730849303055
227,1.78990400180918,2.22781375937991
228,0.959911570141979,1.22947029800459
229,2.25272884772579,1.45201174056532
230,1.11004500422465,2.10726984225116
231,1.48829789442663,0.881208626015731
232,2.12715140131248,2.01195098410536
233,0.874006684651136,1.5785360399509
234,2.12010745622549,1.11518343586161
235,1.50737593010531,2.26833848902403
236,1.08964116785014,1.0386518067566
237,2.26725905516974,1.67591921179554
238,0.952215923216641,1.93286908043467
239,1.77917401148984,0.891004936455748
240,1.95425130496337,2.18125404647644
241,0.890248128318073,1.35307613334913
242,2.24043960915058,1.31172826072745
243,1.22831796896839,2.20836721937726
244,1.30785256668884,0.899125425041041
245,2.218715976886,1.89862583024951
246,0.866958804688997,1.7201532588846
247,2.02972501791696,0.996858366612239
248,1.69334637155975,2.28202943850892
249,0.974067413732273,1.13790194750893
250,2.29301230647915,1.53548442579163
251,1.01601669223839,2.06359641684027
252,1.60109226820068,0.84537096850315
253,2.09536697538149,2.10061296882254
254,0.845530241241279,1.48985453747047
255,2.20075216602,1.17272608862957
256,1.38631278917277,2.28332298057625
257,1.14178247084644,0.956019238320706
258,2.28355971302197,1.76815777513841
259,0.88497966517491,1.86401675120089
260,1.89933888082767,0.897353578640779
261,1.87958743988549,2.25400401701961
262,0.887111383757,1.25899155133725
263,2.29484528553927,1.38962093856299
264,1.11655752021549,2.18208484443052
265,1.4050555973392,0.8406512788913
266,2.20696827699246,1.99262150423321
267,0.824765194603194,1.63518870066785
268,2.1286833022239,1.04051995819319
269,1.57750265557914,2.32197948812611
270,1.0031823092758,1.04635451812993
271,2.32331807495701,1.62578119733956
272,0.931457545529033,2.00547278913515
273,1.72739463162125,0.826947476627879
274,2.04585079141265,2.18670673406379
275,0.827288323776752,1.39584774670873
276,2.27103103850268,1.24254378333267
277,1.25977090928677,2.27936809915682
278,1.21452895475119,0.879197293256503
279,2.28890861759865,1.86423287604476
280,0.82815258490896,1.78491843908172
281,2.01738356223435,0.922356135712498
282,1.78260540896961,2.31700456660764
283,0.896270863496839,1.16267613948461
284,2.33910102083662,1.47595159562832
285,1.01219180020221,2.13876262786754
286,1.52326157000133,0.796143891176279
287,2.18081367784954,2.08695596510039
288,0.792518054148242,1.54339063629677
289,2.21754851524993,1.0989836833927
290,1.44619816550015,2.34439489001991
291,1.04959102841072,0.956861256869626
292,2.34359015959889,1.72144512508795
293,0.857845066084518,1.93487055243909
294,1.86054578608368,0.827964153874966
295,1.9757554916061,2.26762908700675
296,0.819639604525399,1.29789728966578
297,2.33048507315953,1.32270490676508
298,1.13495594708672,2.25609617717654
299,1.31036640392524,0.811482096549132
300,2.28245903491575,1.9627452856938
301,0.781693979306662,1.69734263121693
302,2.12766815347588,0.965002559170618
303,1.66287773699762,2.36645672153577
304,0.919250190041384,1.06568050259601
305,2.37338360897888,1.56913995087649
306,0.918599954142984,2.08020087497198
307,1.65916640405455,0.769199831819587
308,2.13790956376269,2.17974108520139
309,0.770152184479146,1.44618017206367
310,2.29480124012715,1.17019297588798
311,1.30628814258706,2.34687645833779
312,1.11636240236916,0.871878215417378
313,2.35359094052016,1.82115272141776
314,0.79555482739789,1.85378443161158
315,1.9926210397438,0.849031842431265
316,1.88201076951225,2.3401654190833
317,0.823308102280917,1.1973194551492
318,2.37928219532854,1.41140988271529
319,1.01820097827254,2.21447688821258
320,1.43063021891651,0.756765384120976
321,2.26279901952626,2.06225728763559
322,0.745293790392882,1.60287094625043
323,2.22644504696602,1.02341506869576
324,1.52296698783258,2.39844135404819
325,0.958342588412117,0.969747160958965
326,2.39788810526403,1.66778890406848
327,0.837376947455238,2.0085609137459
328,1.80586893982126,0.762644238237272
329,2.07505072411369,2.26868504368572
330,0.75777513011972,1.34483339187948
331,2.36014682907739,1.25207028400269
332,1.16647071652505,2.32851538831516
333,1.2070798655708,0.794495827539817
334,2.3527323086834,1.92366060481201
335,0.74428335776607,1.76406142668787
336,2.1164425237105,0.889251512950916
337,1.76231950931018,2.40038839134927
338,0.839568773361346,1.09544756465428
339,2.41787530570452,1.50706260130392
340,0.913733770337208,2.15647029171687
341,1.57373669837968,0.719265460014203
342,2.22773540324788,2.16116874391512
343,0.718619058321717,1.50288758814649
344,2.31199959977477,1.09530807139726
345,1.36959545789154,2.40965937979399
346,1.01680201600316,0.876992626913577
347,2.41264418329993,1.77065959982801
348,0.768741050669714,1.92602333671615
349,1.95388262070194,0.777762335059125
350,1.98824122137387,2.350860001601
351,0.755829625028597,1.24053072947011
352,2.41403337919709,1.34270470892467
353,1.03493952722587,2.29009550761042
354,1.32500304758532,0.728612200786376
355,2.33989532595577,2.02773033566566
356,0.703424488360756,1.66732500577139
357,2.22716148748665,0.94658158061326
358,1.61705602279717,2.4438255638583
359,0.870472283333058,0.993745753556155
360,2.44674335850964,1.60828115849032
361,0.823446908562075,2.08450563137421
362,1.73344847951341,0.702791070504097
363,2.17404983948394,2.2575433337234
364,0.701496907485241,1.3986038425792
365,2.38418250402456,1.1783766677166
366,1.21298872132729,2.39835851742915
367,1.09891471614521,0.790150602664553
368,2.41736100817087,1.87662482494994
369,0.712089403268826,1.83458002920425
370,2.0938129662822,0.813947607021155
371,1.87331889790425,2.42246497624904
372,0.765265265069684,1.13442584616045
373,2.45723214951979,1.44043252742432
374,0.917341452931171,2.23373159442892
375,1.47115999424604,0.678886320884821
376,2.31320523802244,2.13202492416415
377,0.672344559187582,1.5649650367074
378,2.32262997433975,1.01842997850464
379,1.45158986193925,2.46614391412935
380,0.9191252930247,0.893971122657779
381,2.46620789509003,1.71387264457796
382,0.747432330335135,2.0010349461696
383,1.89894595253954,0.709660545830689
384,2.0972992326669,2.34886427121562
385,0.694061925478932,1.29110308077744
386,2.44376279632729,1.27052981838588
387,1.06392921994957,2.36488469977473
388,1.20962508921228,0.712859466280896
389,2.41126673870214,1.98460537759397
390,0.666471906182518,1.73594820359728
391,2.21899351536452,0.86903097326467
392,1.72773098514873,2.47874228072781
393,0.78775654122926,1.02773920284124
394,2.4905413778777,1.54384580063846
395,0.816183286657535,2.16219706069857
396,1.6414875085223,0.65015993686965
397,2.26973124622246,2.23496042588993
398,0.650567844461356,1.45816484610821
399,2.40279565971374,1.102172638145
400,1.27705971898861,2.4643588598247
401,0.989994172663045,0.798410409384817
402,2.4762934710509,1.82278857540973
403,0.684742014060153,1.90826816512344
404,2.05789197042082,0.739896367573966
405,1.99192814695343,2.43171343685363
406,0.696903784084408,1.1814002719688
407,2.49188563935114,1.36998293565713
408,0.93037666977633,2.31142768127479
409,1.35303395887013,0.649873261535413
410,2.39290307251206,2.09348563728285
411,0.630914182018085,1.63156399916722
412,2.32641983083537,0.94004072312897
413,1.55378149784381,2.51439466408583
414,0.826008098708428,0.921891710305771
415,2.51459707609167,1.65176231563855
416,0.731504615286682,2.07831542217616
417,1.82496358839675,0.646174062684474
418,2.20510729166653,2.3344837781583
419,0.637908535361198,1.34794652555537
420,2.46879975268598,1.19545890112692
421,1.1074667764717,2.43794489352602
422,1.08904000881033,0.710216073329499
423,2.47659394948564,1.93406831309508
424,0.634016445967901,1.80807212865888
425,2.20070173198521,0.79134210072586
426,1.85237964524055,2.50144859216294
427,0.711256019207101,1.07051834970558
428,2.52971534885429,1.47526134049765
429,0.816019768192301,2.24117123679581
430,1.52900318630548,0.606850165555202
431,2.35982749107343,2.20199468733637
432,0.604612750640116,1.5226167510593
433,2.41602471980392,1.02392351760915
434,1.36176326658932,2.52485993028802
435,0.884179806996401,0.818707627146412
436,2.52974823405058,1.76317834300762
437,0.661955635186171,1.98460261728608
438,2.00592650517526,0.668118084701984
439,2.11318537890764,2.42773857932129
440,0.63459000121573,1.23522579458325
441,2.52223913194054,1.2963234263961
442,0.954411326152985,2.38894353507771
443,1.22307021864499,0.633814808799585
444,2.46610311831723,2.04676948947675
445,0.593884740762847,1.70197080832535
446,2.32275144315711,0.860593987745094
447,1.6763365072891,2.55218423700256
448,0.739276540062863,0.959593079517058
449,2.55823162267167,1.58516047083078
450,0.721013525360196,2.15743220692185
451,1.72874405980696,0.58919452715929
452,2.30816985742719,2.30852530313945
453,0.587053152460741,1.41009941657791
454,2.48938270690271,1.11797017154236
455,1.16880749685613,2.50810322358876
456,0.968395323176841,0.720732688644595
457,2.53595219048745,1.87721425620932
458,0.605674600068468,1.88314054537583
459,2.17032272969293,0.714183361871612
460,1.98620625020212,2.51060309897269
461,0.64139319181826,1.12087616821348
462,2.56471139167707,1.40318155724897
463,0.823788337512641,2.32097641243979
464,1.39696354295844,0.575156295247695
465,2.44295836272908,2.15987582918478
466,0.563180170096594,1.59119208144038
467,2.42370879024866,0.944034540384786
468,1.4702052699563,2.57771492049564
469,0.784486085735805,0.850031448197033
470,2.5781175305319,1.69869094617469
471,0.643542815313722,2.06314523758889
472,1.93412296657271,0.599975897724134
473,2.2320173179323,2.41084227259729
474,0.57809995042723,1.29486372071361
475,2.54865328899443,1.21996183846765
476,0.991873568198085,2.46553632950283
477,1.08700986121055,0.631716221003806
478,2.53264792561369,1.99305435296067
479,0.560812764506175,1.77558683920702
480,2.3105390747489,0.780548920758096
481,1.81684873435416,2.57724017382705
482,0.659884379049928,1.00581010848378
483,2.597583697645,1.51477390107727
484,0.716240011865353,2.23800209444678
485,1.6075650804834,0.541130771958373
486,2.40402514823165,2.27216063283376
487,0.54104660868817,1.47672861479462
488,2.5056433855327,1.03846620355092
489,1.25229418857358,2.57376255011891
490,0.852436498799825,0.743770643944365
491,2.58968408568296,1.81502138988321
492,0.581111078719885,1.96068947493076
493,2.12487427496243,0.638398184645213
494,2.12278913022551,2.50561000562212
495,0.578101624213506,1.17767775964606
496,2.59596606871796,1.3281544189126
497,0.840879890792412,2.40113517650829
498,1.2494406785856,0.557212355433906
499,2.5185592165697,2.10987489319149
500,0.525785930852777,1.66324086190305
501,2.42542750175262,0.862872210393522
502,1.6043094793467,2.62026885031826
503,0.692795148811262,0.89109546312129
504,2.62189141423472,1.63009789806836
505,0.629433391930598,2.14352489960954
506,1.83762845410454,0.537349825094464
507,2.34422152819666,2.38196301791405
508,0.526999361117549,1.35939837870235
509,2.57143582245546,1.14132243428542
510,1.04640616712918,2.54022908796664
511,0.951589342324072,0.643717543952154
512,2.59278693815295,1.93342201861471
513,0.531271700038208,1.85191053460582
514,2.28801980474562,0.700414291655984
515,1.96950282452225,2.58770249834915
516,0.588055799488832,1.05929064724477
517,2.63314274838072,1.4411997069628
518,0.717769215886103,2.31966972002792
519,1.46082887973266,0.504833648275352
520,2.49135786415151,2.22674531211278
521,0.499371139787703,1.54712150269368
522,2.51758301586144,0.957290511616457
523,1.36316261316692,2.63270886286256
524,0.744669433233683,0.778144458102854
525,2.63829211109192,1.74834260415749
526,0.560047791613394,2.04033058738183
527,2.05993089010631,0.565138835371228
528,2.25549377727568,2.48679650013214
529,0.520987227573396,1.23990120699778
530,2.62389382315058,1.25063905666156
531,0.869516414546348,2.48109110801531
532,1.09385468582971,0.554464798967107
533,2.58669237599687,2.05320548964775
534,0.491940291308963,1.7382149396565
535,2.4203976348783,0.780786807453914
536,1.76275108578611,2.64957121706793
537,0.609899128096087,0.940516368141346
538,2.66160486913555,1.55805612305477
539,0.619704515084643,2.22542208195827
540,1.71109327456871,0.482834784687509
541,2.44706988878073,2.34247144990614
542,0.480737274316921,1.42803856149676
543,2.59083315259596,1.06076106639175
544,1.12334858749908,2.61164137663325
545,0.822937237272165,0.669049613873606
546,2.64702446421869,1.86883067294096
547,0.504860458516724,1.93052147078161
548,2.25239916422629,0.620814997136501
549,2.12565661752661,2.58266030619632
550,0.523496322761769,1.11887417218674
551,2.66539537315456,1.36494093937905
552,0.726626428386588,2.40208300993739
553,1.2923496471651,0.483204111326668
554,2.56983498630207,2.17365522544685
555,0.461482601021286,1.62067334845943
556,2.52503383731611,0.874742106053692
557,1.50639987550481,2.68193545732985
558,0.647033053853724,0.822362119474704
559,2.68235960339717,1.67790955446141
560,0.542272222001813,2.12173735205052
561,1.9691157539852,0.496080320545625
562,2.37902866220024,2.45531620418443
563,0.469465225703361,1.30665351683256
564,2.6488818796961,1.17102063978686
565,0.913212613997608,2.56012361034501
566,0.939474441318353,0.56720676288937
567,2.64783326616459,1.99096517089317
568,0.4611618816874,1.81565265075837
569,2.40729329616368,0.698140356036431
570,1.93884453158985,2.66296916279429
571,0.535746300110434,0.996953709077789
572,2.69780529815881,1.48312181742379
573,0.614630560196573,2.3085548491819
574,1.55063942989003,0.439845145113371
575,2.53936660475177,2.29392114830576
576,0.438710722657372,1.5001092958696
577,2.60702127040416,0.978577828127698
578,1.23019416686515,2.67772199046048
579,0.705290674673397,0.706254554533284
580,2.69600088000846,1.80010853692436
581,0.481205552375335,2.01106654021519
582,2.19925033898646,0.542603593428407
583,2.276128514993,2.5624638587931
584,0.465595411705624,1.18353197657444
585,2.69481681712526,1.28642142509711
586,0.744516697552621,2.48485991595438
587,1.11170284338243,0.478418935117978
588,2.63981663651771,2.11417460748374
589,0.426834347672949,1.69687278824657
590,2.52759372555577,0.791089348483228
591,1.68373695203039,2.71768550064401
592,0.560066036650391,0.874860210174408
593,2.72249942894144,1.60434389280465
594,0.527648156716368,2.20463347117203
595,1.84385335590407,0.433746217162361
596,2.49030103837765,2.41284036052763
597,0.422859781269644,1.37716940482116
598,2.67129068120501,1.08962315558265
599,0.977554361095652,2.63719916021436
600,0.794693898969297,0.594481008156826
601,2.70268820313612,1.92411119883462
602,0.432981417384323,1.8951646417939
603,2.38392381677692,0.615347840136183
604,2.12060172358245,2.65898228280068
605,0.469740410071027,1.05919362146474
606,2.73103621139624,1.40576517959128
607,0.614769582480904,2.39266470571656
608,1.35793061180044,0.412325226483828
609,2.62112231774622,2.23784387478603
610,0.400304029576213,1.57503859647734
611,2.62009242986985,0.895027649147488
612,1.37633279854085,2.73537057265061
613,0.600623353190002,0.753537814519341
614,2.7404116950591,1.72796080444875
615,0.459958368413059,2.09324817329092
616,2.1215167158571,0.467061491221962
617,2.41387124595488,2.5285867284963
618,0.413583507760627,1.25237829276087
619,2.72187153874727,1.20599921241477
620,0.774262168430938,2.56753540075827
621,0.932312542540557,0.491096431546664
622,2.70207078899685,2.049438492142
623,0.39488695116239,1.77528721582438
624,2.52451070676523,0.706584974168005
625,1.88890882436395,2.73609144707835
626,0.483322432315203,0.934169415122548
627,2.75932526433241,1.52817173300402
628,0.516132800261636,2.28878314066451
629,1.67462469482343,0.381908783359477
630,2.58834465456984,2.36120646446254
631,0.380467645805717,1.45080024522355
632,2.69145873717071,1.00672023380046
633,1.07144699622846,2.71069666469278
634,0.664878525027807,0.634424208559636
635,2.75206398012989,1.85345968915339
636,0.406937208236194,1.97642119739393
637,2.3466335018714,0.532947740698439
638,2.29447069310037,2.63792440702392
639,0.410996474850301,1.12618376237152
640,2.76183327085115,1.32638466585543
641,0.621119307683758,2.47749990407314
642,1.14456838069281,0.403700583817411
643,2.69310948528644,2.17562566946027
644,0.364908382501451,1.65234239866346
645,2.63003262701726,0.810329296851949
646,1.57007734480555,2.7800934573835
647,0.509056829850647,0.809084363895738
648,2.78095928853629,1.65298346625011
649,0.440788240447583,2.17681441131369
650,2.00802273219992,0.396274867602424
651,2.53529393392949,2.48314208637397
652,0.366636665434485,1.32466348492636
653,2.74702144180397,1.12397846687124
654,0.82063517658279,2.64946468729137
655,0.766517222145161,0.520034919039997
656,2.75755485215902,1.98041619568172
657,0.365107060099914,1.85554903394195
658,2.51446959046711,0.621485574167837
659,2.10520192507691,2.73458280744496
660,0.41579980237154,0.998999279754726
661,2.79343985341001,1.44983886035128
662,0.507806867186626,2.37398265980359
663,1.45649513394766,0.345725795017738
664,2.67370094839948,2.30215845562228
665,0.341593107211629,1.52699854083723
666,2.70971173115794,0.922544238553637
667,1.20871874649138,2.77789666574867
668,0.551956161810005,0.68480613123154
669,2.79678677447032,1.77969784257541
670,0.382563176411438,2.05914109471275
671,2.28913279323007,0.451738455288379
672,2.45038935756848,2.60173849537845
673,0.358519631227272,1.19703561857111
674,2.79073004337634,1.24532014730153
675,0.635413183643305,2.56279152818867
676,0.930913579122953,0.415322425887197
677,2.75647962917598,2.10845588717925
678,0.331926885528019,1.73160953140546
679,2.63668091389876,0.724673297126979
680,1.81005911186107,2.80631326964406
681,0.429563064611665,0.871253954260223
682,2.81832925126688,1.57567972741165
683,0.423370887262115,2.26155058330324
684,1.84215545678534,0.333812305044291
685,2.63988520999831,2.42836563157469
686,0.323937036354818,1.39975822658126
